Category,Instance Type,vCPUs,Memory (GiB),Platform CPU Name,Platform Embedded Emissions (mtCo2eq)
Compute Optimized (Previous Gen),c4.large,2,3.75,Intel Xeon E5-2666 V3,0.67
Compute Optimized (Previous Gen),c4.xlarge,4,7.5,Intel Xeon E5-2666 V3,0.67
Compute Optimized (Previous Gen),c4.2xlarge,8,15,Intel Xeon E5-2666 V3,0.67
Compute Optimized (Previous Gen),c4.4xlarge,16,30,Intel Xeon E5-2666 V3,0.67
Compute Optimized (Previous Gen),c4.8xlarge,36,60,Intel Xeon E5-2666 V3,0.67
Storage Optimized (Previous Gen),i2.xlarge,4,30.5,Intel Xeon E5-2670,1.5
Storage Optimized (Previous Gen),i2.2xlarge,8,61,Intel Xeon E5-2670,1.5
Storage Optimized (Previous Gen),i2.4xlarge,16,122,Intel Xeon E5-2670,1.5
Storage Optimized (Previous Gen),i2.8xlarge,32,244,Intel Xeon E5-2670,1.5
General Purpose (Previous Gen),m1.small,1,1.7,,1
General Purpose (Previous Gen),m1.medium,1,3.7,,1
General Purpose (Previous Gen),m1.large,2,7.5,,1
General Purpose (Previous Gen),m1.xlarge,4,15,,1
General Purpose (Previous Gen),m2.xlarge,2,17.1,Intel Xeon E5-2665,1.2
General Purpose (Previous Gen),m2.2xlarge,4,34.2,Intel Xeon E5-2665,1.2
General Purpose (Previous Gen),m2.4xlarge,8,68.4,Intel Xeon E5-2665,1.2
General Purpose (Previous Gen),m3.medium,1,3.75,Intel Xeon E5-2670,1
General Purpose (Previous Gen),m3.large,2,7.5,Intel Xeon E5-2670,1
General Purpose (Previous Gen),m3.xlarge,4,15,Intel Xeon E5-2670,1
General Purpose (Previous Gen),m3.2xlarge,8,30,Intel Xeon E5-2670,1
General Purpose (Previous Gen),m4.large,2,8,Intel Xeon E5-2686 v4,0.9
General Purpose (Previous Gen),m4.xlarge,4,16,Intel Xeon E5-2686 v4,0.9
General Purpose (Previous Gen),m4.2xlarge,8,32,Intel Xeon E5-2686 v4,0.9
General Purpose (Previous Gen),m4.4xlarge,16,64,Intel Xeon E5-2686 v4,0.9
General Purpose (Previous Gen),m4.10xlarge,40,160,Intel Xeon E5-2676 V3,0.9
General Purpose (Previous Gen),m4.16xlarge,64,256,Intel Xeon E5-2686 v4,0.9
Memory Optimized (Previous Gen),r3.large,2,15,Intel Xeon E5-2670,1.19
Memory Optimized (Previous Gen),r3.xlarge,4,30.5,Intel Xeon E5-2670,1.19
Memory Optimized (Previous Gen),r3.2xlarge,8,61,Intel Xeon E5-2670,1.19
Memory Optimized (Previous Gen),r3.4xlarge,16,122,Intel Xeon E5-2670,1.19
Memory Optimized (Previous Gen),r3.8xlarge,32,244,Intel Xeon E5-2670,1.19
Memory Optimized (Previous Gen),r4.large,2,15.25,Intel Xeon E5-2686 v4,1.6
Memory Optimized (Previous Gen),r4.xlarge,4,30.5,Intel Xeon E5-2686 v4,1.6
Memory Optimized (Previous Gen),r4.2xlarge,8,61,Intel Xeon E5-2686 v4,1.6
Memory Optimized (Previous Gen),r4.4xlarge,16,122,Intel Xeon E5-2686 v4,1.6
Memory Optimized (Previous Gen),r4.8xlarge,32,244,Intel Xeon E5-2686 v4,1.6
Memory Optimized (Previous Gen),r4.16xlarge,64,488,Intel Xeon E5-2686 v4,1.6
General Purpose (Previous Gen),t1.micro,1,0.61,Intel Xeon E5-2670,0.75
